location	code	product_ean	store_name
Europe/Kiev	UA	4160462378157	Lutsk
Europe/Helsinki	FI	9383962189343	Tornio
Asia/Vladivostok	RU	0441730133000	Lesozavodsk
America/Mexico_City	MX	4551353625502	Guanajuato
Asia/Manila	PH	9279019754391	Jagna
Africa/Algiers	DZ	1879388585565	Messaad
Europe/Madrid	ES	0027257940224	Amposta
Africa/Lagos	NG	2284597490934	Efon-Alaaye
Asia/Tokyo	JP	2107054585090	Inawashiro
Africa/Maputo	MZ	9573883098347	Maxixe
Africa/Nairobi	KE	4609567835603	Busia
Asia/Kolkata	IN	0093979382772	Gajendragarh
Africa/Johannesburg	ZA	8033838802517	Standerton
Asia/Tokyo	JP	0885631063125	Gero
Europe/Moscow	RU	1481599147274	Dyat’kovo
Asia/Yangon	MM	9261445915828	Kyaikto
America/Chicago	US	5869766244128	Muskogee
Asia/Shanghai	CN	8903232851094	Dongdu
Asia/Shanghai	CN	6116448396101	Meizhou
America/New_York	US	0513636416324	Punta Gorda Isles
Africa/Blantyre	MW	0773382908683	Salima
Europe/Lisbon	PT	8182463192958	Albufeira
Europe/Lisbon	PT	2437138087753	Albufeira
America/Los_Angeles	US	4347713959970	Camarillo
Asia/Shanghai	CN	7223287337703	Yanliang
America/Mexico_City	MX	8165378854005	Guanajuato
Asia/Manila	PH	3804001000789	Jagna
Europe/London	GB	6830437414675	Poulton-le-Fylde
Asia/Krasnoyarsk	RU	5380734505565	Sharypovo
Europe/London	GB	8789869668782	Chapletown
Asia/Tehran	IR	3514987588330	Shahre Jadide Andisheh
Europe/London	GB	3272201597178	Blackpool
Europe/Istanbul	TR	5624793777991	Bergama
Asia/Tokyo	JP	0954727028154	Yao
America/Belem	BR	4552863444638	Soure
America/Vancouver	CA	2449520149741	Vernon
Europe/Madrid	ES	9211133360607	Jumilla
Africa/Gaborone	BW	9168728105689	Tonota
Europe/Berlin	DE	4027114762545	Schwalmtal
Asia/Kolkata	IN	4760703118728	Pandua
Asia/Tokyo	JP	8534999561942	Suzaka
Asia/Hebron	PS	2545354053930	East Jerusalem
Asia/Shanghai	CN	3855057269934	Pucheng
Europe/Rome	IT	0134631656678	Volla
America/Havana	CU	2417972981967	Media Luna
Asia/Tokyo	JP	9333164281161	Komono
Europe/Berlin	DE	3345833043297	Reutlingen
Africa/Gaborone	BW	2332859204833	Tonota
America/Santiago	CL	9380061440597	Ovalle
Asia/Kolkata	IN	6113991412593	Dharmapuri
Asia/Kolkata	IN	7775611028417	Kangayam
Europe/Berlin	DE	2224663236035	Dahlem
America/Maceio	BR	5888984953476	Lagarto
America/New_York	US	1976212232241	Sicklerville
Africa/Gaborone	BW	9385922732880	Tonota
Europe/Berlin	DE	3977717415007	Bad Segeberg
Europe/Skopje	MK	6175161040081	Saraj
America/Bogota	CO	0283980624378	San Carlos
America/Argentina/Tucuman	AR	4277843362060	Aguilares
Asia/Bangkok	TH	2780252675116	Bang Ban
America/New_York	US	8423715657659	Martinsburg
Europe/Moscow	RU	6645764590165	Tyoply Stan
Asia/Kuching	MY	2319437711396	Donggongon
America/Chicago	US	2534259308603	Jackson
Pacific/Honolulu	US	1876706204412	Kahului
Europe/Paris	FR	1283827282760	Pamiers
Europe/London	GB	3723461561930	Blackpool
Asia/Tokyo	JP	9951545096557	Toba
Asia/Kolkata	IN	8980854046145	Bhuban
Asia/Kuala_Lumpur	MY	4080183399319	Teluk Intan
Europe/Saratov	RU	9723060196438	Privolzhskiy
America/Mexico_City	MX	4555776228098	Acayucan
America/Chicago	US	0762077637588	Tyler
Asia/Shanghai	CN	4019239081472	Licheng
America/Los_Angeles	US	5123795827098	Bothell West
Africa/Casablanca	MA	6684986608005	Jerada
Europe/Berlin	DE	7575715474451	Memmingen
America/Chicago	US	8207921483710	Longview
Europe/Rome	IT	8278928509130	Volla
Europe/Dublin	IE	7375112325819	Athlone
America/Belem	BR	0077741979674	Soure
America/Glace_Bay	CA	1173055946087	Sydney
Europe/Kiev	UA	9376085837017	Voznesensk
Europe/London	GB	0588976336526	Belper
Asia/Jerusalem	IL	9120283153802	Ramla
Europe/Moscow	RU	7863907114040	Kovylkino
Europe/Berlin	DE	0218647864514	Marburg an der Lahn
Europe/Rome	IT	9163388406015	Volla
Asia/Karachi	PK	1270538164133	Larkana
Europe/Rome	IT	2306708386896	Roseto degli Abruzzi
America/New_York	US	0697764847776	Middletown
America/Santo_Domingo	DO	3601663374452	Santa Cruz de Barahona
Europe/Moscow	RU	4830130360004	Tyoply Stan
Asia/Kolkata	IN	2901302425165	Pujali
Europe/Berlin	DE	4351582953922	Wittenau
America/Santiago	CL	9547816661953	Chiguayante
Asia/Seoul	KR	9496279223164	Nonsan
Africa/Dar_es_Salaam	TZ	6098663791124	Magomeni
Asia/Jakarta	ID	8174339125108	Muncar
America/Chicago	US	4478079008924	West Des Moines
Asia/Tokyo	JP	7616078600481	Hita
Asia/Bangkok	TH	8413733375918	Kantharalak
Africa/Douala	CM	6463178506394	Mbalmayo
Europe/Madrid	ES	1146116139117	Segundo Ensanche
America/Bogota	CO	5903773502328	Villa del Rosario
Europe/Lisbon	PT	8165681597576	Custoias
America/Manaus	BR	5694254224487	Itacoatiara
America/Chicago	US	9490423567425	Fresno
Indian/Antananarivo	MG	9915229940475	Ikalamavony
Asia/Shanghai	CN	7420712675533	Haicheng
Asia/Qyzylorda	KZ	0260994209258	Kyzylorda
Asia/Makassar	ID	7294693416115	Balikpapan
America/Guayaquil	EC	1399949642587	Cuenca
America/Los_Angeles	US	7078504533082	Glendale
Africa/Maputo	MZ	4669133861979	Maxixe
Asia/Jakarta	ID	5497397749707	Randudongkal
Asia/Manila	PH	3821238114171	Naga
Europe/Moscow	RU	4348204540332	Yablonovskiy
America/Bogota	CO	0236913930510	Andes
Asia/Kolkata	IN	0284966161443	Hungund
America/Los_Angeles	US	1834270289815	Bothell
America/Los_Angeles	US	2410607169259	Visitacion Valley
Asia/Shanghai	CN	7349175145479	Foshan
Europe/Rome	IT	0160879596643	Francavilla Fontana
Europe/Paris	FR	8891478124778	Montpellier
Asia/Tashkent	UZ	4360587011346	Andijon
Europe/Moscow	RU	3059006471618	Nizhniy Lomov
Asia/Kolkata	IN	0301873457817	Elamanchili
Europe/Istanbul	TR	9048118429789	Sungurlu
Europe/Rome	IT	3374791928001	Villabate
Asia/Yekaterinburg	RU	7441873749017	Izluchinsk
Africa/Addis_Ababa	ET	6357188283744	Arba Minch
Europe/Berlin	DE	8529723068088	Albstadt
America/Chicago	US	6166357320988	Huntley
Asia/Kolkata	IN	1850545960364	Udumalaippettai
Europe/Copenhagen	DK	8573893743542	Frederiksberg
Europe/Kiev	UA	0839929688545	Zvenihorodka
America/Puerto_Rico	PR	8670070134121	Yauco
Asia/Shanghai	CN	7536285855828	Liaoyang
Europe/Moscow	RU	1725278096454	Valday
Europe/Andorra	AD	8013369364852	les Escaldes
Europe/London	GB	7594750706082	High Wycombe
America/Los_Angeles	US	5857403564395	Bryn Mawr-Skyway
America/Los_Angeles	US	3420467901486	Pahrump
Europe/Rome	IT	2178275920953	Catania
Africa/Algiers	DZ	1681760493425	Cheraga
Europe/Belgrade	RS	5506428328429	Negotin
Europe/London	GB	1378579791759	Hartley
Europe/Berlin	DE	6083971660996	Aschaffenburg
America/Denver	US	4449690753852	Ken Caryl
America/New_York	US	7690909699035	Gainesville
Africa/Johannesburg	ZA	0704906334503	Vryheid
America/Chicago	US	8870273222346	Lower West Side
Europe/London	GB	9222348807344	Chapletown
America/Chicago	US	3977142245385	Searcy
America/Matamoros	MX	4472548619796	Heroica Matamoros
America/Chicago	US	7191521719816	South Lawndale
America/New_York	US	6407406104600	Massapequa
Europe/Madrid	ES	2546193440394	Amposta
Europe/London	GB	6081803346636	High Wycombe
Europe/London	GB	7638558213516	Southsea
Europe/Moscow	RU	1652497463555	Yablonovskiy
Europe/Amsterdam	NL	6119587514962	Losser
America/Los_Angeles	US	2625619201440	San Gabriel
America/Los_Angeles	US	5385214171087	Riverbank
Asia/Colombo	LK	5949401767059	Hendala
Europe/Berlin	DE	0974548840353	Burscheid
America/New_York	US	9526142970793	Acworth
America/Chicago	US	7338043351326	Huntley
Europe/London	GB	3002073284001	East Dereham
Europe/London	GB	6863451907915	Lymington
Europe/Madrid	ES	6131716692822	Amposta
Europe/Warsaw	PL	1035539948768	Ustka
Europe/Istanbul	TR	0183739752157	Edremit
Europe/Moscow	RU	3723163695964	Arzamas
Asia/Tbilisi	GE	6954598375887	Kobuleti
America/Los_Angeles	US	8570200466538	Bothell
America/New_York	US	6400315576193	Yonkers
Europe/London	GB	0392623455795	Aberdeen
Asia/Barnaul	RU	6281495044821	Novosilikatnyy
Africa/Lagos	NG	6822020277989	Olupona
Europe/Madrid	ES	7153824638263	Puertollano
Europe/Brussels	BE	7642081112161	Gembloux
Europe/Rome	IT	7505121189441	Chiavari
Africa/Dar_es_Salaam	TZ	2150866783949	Usagara
America/Costa_Rica	CR	6741357203815	San Rafael
America/Chicago	US	7795990260703	Brenham
Asia/Shanghai	CN	1311902253159	Taozhuang
Europe/Sarajevo	BA	4915495522639	Bijeljina
Asia/Bangkok	TH	7337198723422	Nakhon Pathom
America/Mexico_City	MX	6198064651994	Casa Blanca
Europe/Berlin	DE	1994957289177	Marburg an der Lahn
Europe/Moscow	RU	3480937259714	Nizhniy Lomov
Asia/Seoul	KR	9995665699519	T’aebaek
Europe/Rome	IT	3606396086900	Montecchio Maggiore-Alte Ceccato
Europe/Warsaw	PL	2489228386703	Jaworzno
Asia/Kolkata	IN	8773357269810	Osmanabad
Africa/Tunis	TN	8258591009298	Msaken
Europe/Paris	FR	4283966334280	La Garenne-Colombes
America/New_York	US	0780762503260	Front Royal
America/New_York	US	7664177089911	Martinsburg
America/Argentina/Cordoba	AR	3988502887183	Rafaela
America/Fortaleza	BR	6911739108087	Barras
Africa/Tunis	TN	5288725371949	Beni Khiar
Asia/Karachi	PK	1909794810163	Kanganpur
Asia/Karachi	PK	3309097746141	Alipur
Africa/Windhoek	NA	0208425837229	Okahandja
Europe/Paris	FR	8507262500818	Lons-le-Saunier
Europe/London	GB	8183312734992	Leyland
Europe/Paris	FR	0608873228417	Valence
Europe/Istanbul	TR	7722761595160	Aksaray
Asia/Kolkata	IN	9452633424158	Uran
Asia/Shanghai	CN	2611584734458	Zhoucun
Asia/Kolkata	IN	5282682765988	Srinagar
Atlantic/Azores	PT	2234771255071	Ponta Delgada
Asia/Novokuznetsk	RU	0028767692702	Yashkino
America/Sao_Paulo	BR	0639561176673	Marau
Asia/Shanghai	CN	4676640490950	Changzhi
America/Recife	BR	7202347254594	Cabo
America/Chicago	US	6401439528051	Pekin
Europe/Paris	FR	3014292185861	Rueil-Malmaison
America/Recife	BR	0992935803736	Catende
Europe/Brussels	BE	0968303630723	Temse
America/Sao_Paulo	BR	7823956109749	Valinhos
America/El_Salvador	SV	4519648656709	Ilopango
Asia/Shanghai	CN	0435260672320	Wacheng
Europe/Rome	IT	8048370394413	Afragola
Europe/London	GB	1631826957460	Devizes
Asia/Kuching	MY	7815106213628	Donggongon
Asia/Manila	PH	5726957511561	Antipolo
America/Recife	BR	8501702114917	Cabo
Africa/Gaborone	BW	9046047498937	Tonota
America/Chicago	US	8412771045388	Greenville
Asia/Shanghai	CN	7079510805484	Beidao
America/Bogota	CO	4286974968003	Villa del Rosario
Africa/Lubumbashi	CD	6010681269935	Beni
Asia/Shanghai	CN	1618196962577	Haicheng
America/Recife	BR	7191238168549	Recife
Europe/Istanbul	TR	3866808670541	Yakuplu
Europe/Paris	FR	5832273239444	Marseille 11
Europe/Rome	IT	1962683367612	Lanciano
Europe/London	GB	6312031845364	Poulton-le-Fylde
Europe/Berlin	DE	9712918034404	Memmingen
Europe/Chisinau	MD	8161820108955	Soroca
Europe/Berlin	DE	5704770884758	Kirchlengern
America/New_York	US	8094810242684	Leland
Europe/Berlin	DE	2200104886854	Hermsdorf
America/Bogota	CO	6881209814933	El Copey
Europe/Paris	FR	7452810865417	Arles
Asia/Karachi	PK	0204869461761	Kot Addu
Europe/Istanbul	TR	7769562634636	Edremit
Europe/Berlin	DE	9197854749009	Verl
Asia/Jakarta	ID	9995408722788	Ngemplak
Asia/Kolkata	IN	7313103791809	Tiruppuvanam
America/New_York	US	2536591279061	Malden
Asia/Kolkata	IN	7490298982455	Udumalaippettai
Africa/Johannesburg	ZA	8237838678657	Vryheid
America/Los_Angeles	US	7197649357848	Troutdale
Europe/Paris	FR	8363523437596	Talence
Europe/Moscow	RU	6675873580498	Solntsevo
America/Chicago	US	1044058979542	Crystal Lake
Europe/Brussels	BE	0860238656925	Wevelgem
Europe/London	GB	9514050049267	Hartley
Pacific/Efate	VU	9032773592025	Port-Vila
Europe/Rome	IT	3836425374238	Montecchio Maggiore-Alte Ceccato
America/Chicago	US	2743878169605	Ada
America/Phoenix	US	9373040838294	Scottsdale
Europe/Paris	FR	8584330505265	Bar-le-Duc
Europe/Paris	FR	9003802438348	Herblay
Asia/Kolkata	IN	8672620243512	Chharra
Asia/Novokuznetsk	RU	0438967517864	Yashkino
America/Toronto	CA	8186012602431	Markham
America/Sao_Paulo	BR	2867837120497	Iturama
America/Sao_Paulo	BR	7137187116248	Buri
Asia/Karachi	PK	9524913473085	Sangla Hill
America/Phoenix	US	7822510066771	Scottsdale
Asia/Makassar	ID	9185035394896	Majene
Europe/Rome	IT	3778826411078	Roseto degli Abruzzi
Europe/Amsterdam	NL	2292278537533	Barneveld
Asia/Kolkata	IN	1105294744964	Alwaye
Asia/Kolkata	IN	3229029764633	Betamcherla
America/Los_Angeles	US	4256788419619	Pahrump
America/Chicago	US	4601393398000	Copperas Cove
Europe/Prague	CZ	9122091583680	Karlovy Vary
America/Detroit	US	6672312193974	Waverly
Europe/Lisbon	PT	0912393156786	Carnaxide
Europe/Berlin	DE	0680605570674	Hermsdorf
Europe/Moscow	RU	9997672994519	Krymsk
America/Guayaquil	EC	8744367899021	Cuenca
Asia/Shanghai	CN	9628760802309	Pingyi
America/Los_Angeles	US	6617396853024	Lompoc
Europe/Brussels	BE	4417077884239	Gembloux
America/Los_Angeles	US	8166270087416	Bothell
America/Denver	US	3351216556698	Carlsbad
Europe/Moscow	RU	5666435757664	Likhobory
Africa/Algiers	DZ	6430155945316	Frenda
Asia/Kuala_Lumpur	MY	0292085893732	Kulai
America/Denver	US	6437875336059	Carlsbad
Asia/Yekaterinburg	RU	0008059838087	Kachkanar
Europe/Helsinki	FI	9434134055949	Tornio
Asia/Karachi	PK	5176821863515	Kot Addu
America/Recife	BR	0299169262750	Catende
Europe/Madrid	ES	6309736079286	Puertollano
Europe/Paris	FR	6166284980545	Le Chesnay
America/Martinique	MQ	7860022548002	Le Robert
Africa/Nairobi	KE	0801838276151	Nyahururu
America/Chicago	US	6496252742562	Tyler
Europe/Madrid	ES	3453093367821	Novelda
Asia/Jakarta	ID	0101354008732	Besuki
Asia/Kolkata	IN	1321981059757	Kundla
Asia/Riyadh	SA	5666622202045	Al Jubayl
Europe/Moscow	RU	3728920645053	Volokolamsk
Asia/Baku	AZ	2944613349249	Qazax
America/Bogota	CO	4770503905473	San Carlos
Europe/Berlin	DE	8447573363729	Verl
Asia/Karachi	PK	8699077233422	Kot Addu
Europe/Berlin	DE	0168407093794	Bensheim
America/Toronto	CA	4626261772386	Norfolk County
Europe/Amsterdam	NL	2791335088617	Vught
Asia/Jakarta	ID	3195986954076	Muncar
America/Chicago	US	8506900588850	Vestavia Hills
America/Santiago	CL	8769998124564	Chiguayante
Europe/Amsterdam	NL	9788658690125	Oldenzaal
Europe/Moscow	RU	2719365707155	Krymsk
America/Guayaquil	EC	8905542413504	Milagro
Asia/Shanghai	CN	8455787641113	Changzhi
Asia/Kolkata	IN	5055517122726	Kheda
America/Los_Angeles	US	6595136410501	South Whittier
Europe/Saratov	RU	1463143079491	Privolzhskiy
Europe/Paris	FR	5161066320657	Valence
America/New_York	US	0631230658824	Lebanon
America/Toronto	CA	6503119161258	Sainte-Catherine
Asia/Shanghai	CN	9405100469572	Heyuan
Europe/Kiev	UA	7842059940783	Hlukhiv
America/Argentina/Buenos_Aires	AR	2479263445053	Pontevedra
Europe/London	GB	8287346860235	Barnet
Europe/Amsterdam	NL	6369263592924	Losser
Africa/Dar_es_Salaam	TZ	2416658606507	Iringa
Asia/Kolkata	IN	8835707936589	Aistala
Asia/Jerusalem	IL	0653034406371	Ramla
Asia/Karachi	PK	7184720966730	Larkana
Europe/Berlin	DE	8171988682174	Ehingen
Europe/Berlin	DE	5496106904901	Gronau
Europe/Berlin	DE	4375991991672	Bad Honnef
Asia/Yakutsk	RU	8354845902992	Aykhal
Asia/Yakutsk	RU	7759151672347	Aykhal
America/Edmonton	CA	3522714635738	Sherwood Park
Asia/Karachi	PK	0142932144572	Alipur
Europe/London	GB	2070245872647	Rutherglen
Pacific/Efate	VU	4277479308258	Port-Vila
Asia/Shanghai	CN	1308408502102	Licheng
America/Caracas	VE	8645405731597	La Victoria
America/Mexico_City	MX	0723458722842	San Lorenzo Acopilco
Africa/Algiers	DZ	6782368110884	Cheraga
Europe/Berlin	DE	2026768796915	Schleswig
America/Los_Angeles	US	1086035521610	Beaumont
Asia/Shanghai	CN	6812290584672	Pingyi
Africa/Luanda	AO	4777496521505	Luena
Asia/Almaty	KZ	9148632313103	Otegen Batyra
America/Denver	US	3060089225296	Aurora
Europe/Paris	FR	4344879685507	Le Chesnay
America/Chicago	US	9857078898364	Fairview Heights
America/New_York	US	3052969852944	Milledgeville
Europe/Berlin	DE	9400423494393	Schleswig
Indian/Antananarivo	MG	8608844481447	Ikalamavony
America/Mexico_City	MX	1880507397815	Guanajuato
America/Mexico_City	MX	9366242930101	Guanajuato
America/Bogota	CO	7313094489662	Buenaventura
Europe/Rome	IT	3320364424425	Francavilla Fontana
Asia/Baghdad	IQ	8072826368949	Karbala
Europe/Minsk	BY	6490067926322	Vitebsk
Europe/Berlin	DE	3940228171366	Reutlingen
America/Chicago	US	4807299084133	Fairview Heights
America/Chicago	US	8988357831299	Estelle
America/Detroit	US	5779899131458	Waverly
Asia/Phnom_Penh	KH	0856544100160	Paoy Paet
America/New_York	US	0282912142669	Lakewood
America/New_York	US	4633595433036	East Haven
Europe/Moscow	RU	9851366527271	Shushary
America/Sao_Paulo	BR	5913162754603	Loanda
Africa/Abidjan	CI	8929289983953	Lakota
America/Havana	CU	6239699685159	Jaruco
Europe/Moscow	RU	6510187214076	Buynaksk
America/Los_Angeles	US	1578561122091	Mira Mesa
Asia/Kolkata	IN	2409517439415	Gorakhpur
Asia/Kolkata	IN	7084558675920	Udumalaippettai
Africa/Lagos	NG	6607226026506	Biu
Europe/Madrid	ES	9283400693350	Segundo Ensanche
Africa/Kampala	UG	3536527592461	Paidha
Asia/Karachi	PK	5568341394981	Daud Khel
America/Chicago	US	7445123114617	Palestine
America/Chicago	US	6292348750745	Hutchinson
Asia/Yekaterinburg	RU	9933013179597	Beryozovsky
Europe/Madrid	ES	7372261030038	Baza
Asia/Manila	PH	1502552780533	Baliuag
America/Sao_Paulo	BR	1294022315436	Viradouro
America/Argentina/Buenos_Aires	AR	2581473596897	Tandil
Europe/Amsterdam	NL	1678714123514	Vught
America/La_Paz	BO	1752920975874	Tupiza
Europe/London	GB	3372768322289	Devizes
Africa/Algiers	DZ	4131333421418	Ksar Chellala
Africa/Bamako	ML	5096628718125	Kati
Asia/Tokyo	JP	4226497686718	Shimotoda
America/New_York	US	1893015164282	Newburgh
America/Mexico_City	MX	0546878151241	Santa Rosa Jauregui
Europe/London	GB	6553079779413	Inverness
America/Mexico_City	MX	5837207767857	Acayucan
America/Bogota	CO	6879992218069	Socorro
Europe/Berlin	DE	5907715281906	Korschenbroich
America/New_York	US	5839882980033	Woodlawn
Europe/Warsaw	PL	8570144324659	Ustka
Asia/Vladivostok	RU	6960293968422	Nikolayevsk-on-Amure
Asia/Jakarta	ID	1789743187214	Pekanbaru
Asia/Krasnoyarsk	RU	3247007635324	Lesosibirsk
Europe/Amsterdam	NL	5046046272761	Vught
America/Belem	BR	6124230997856	Soure
Europe/Warsaw	PL	7830679728843	Zgorzelec
Asia/Manila	PH	3423444911157	Talisay
Europe/London	GB	6777085844228	Penzance
Africa/Lagos	NG	2972154827353	Olupona
America/New_York	US	1189403236458	Scarsdale
Europe/Copenhagen	DK	0540074172437	Frederiksberg
Asia/Kolkata	IN	0340195421984	Puducherry
Asia/Shanghai	CN	0594144704264	Licheng
Europe/Skopje	MK	2599953428224	Saraj
Europe/Paris	FR	9331411787930	Marly-le-Roi
America/Santiago	CL	5370667811918	Ovalle
Asia/Kolkata	IN	1335462652207	Narwar
America/Chicago	US	2668311508011	Rosemount
Europe/Berlin	DE	0811555120699	Stuttgart
America/New_York	US	5174269497668	Pottstown
America/Chicago	US	3697813541607	Rolla
Europe/Berlin	DE	7473342722351	Hermsdorf
Australia/Brisbane	AU	3426819016624	Carindale
America/New_York	US	5385577329552	Sicklerville
Africa/Luanda	AO	9390799142915	Luena
Asia/Tokyo	JP	7863304814079	Toyokawa
Africa/Dar_es_Salaam	TZ	2686491111098	Same
America/Recife	BR	3647938772646	Catende
America/Argentina/Ushuaia	AR	5203924248397	Ushuaia
Europe/Berlin	DE	0579863678614	Bad Segeberg
Africa/Tunis	TN	5924647933628	Siliana
Europe/Moscow	RU	1680293546653	Gavrilov-Yam
Asia/Kolkata	IN	7637543695641	Sathyamangalam
America/New_York	US	2159130336072	Port Richmond
Europe/Brussels	BE	9832899424954	Rixensart
America/New_York	US	3181799537759	Fayetteville
Asia/Karachi	PK	3619201684666	Sangla Hill
Europe/Zaporozhye	UA	0880592712884	Polohy
Europe/Rome	IT	4671125820772	Portogruaro
Asia/Bangkok	TH	2417609570571	Bua Yai
Europe/London	GB	3864504181491	East Dereham
America/New_York	US	6684775750045	Milledgeville
Asia/Kolkata	IN	1302470620771	Betamcherla
Asia/Seoul	KR	7889060818175	Goyang-si
Europe/London	GB	5590586057994	Rhosllanerchrugog
Africa/Johannesburg	ZA	6458819873720	Vryheid
Asia/Bangkok	TH	8846054688809	Nakhon Pathom
Asia/Jakarta	ID	1178815530407	Diwek
Europe/Paris	FR	8465837642472	Pamiers
America/La_Paz	BO	3558037189900	Tupiza
America/Chicago	US	1046543543542	Copperas Cove
Europe/Moscow	RU	2258591348430	Volokolamsk
Asia/Kolkata	IN	9148492493588	Saharsa
America/Costa_Rica	CR	4612310301874	San Rafael
America/Maceio	BR	8776063494255	Aracaju
America/Los_Angeles	US	5903326242985	Keizer
Africa/Porto-Novo	BJ	0833184305889	Tchaourou
Europe/Moscow	RU	5267246177094	Shushary
Europe/Chisinau	MD	9311876991899	Soroca
Europe/Rome	IT	1669541663120	Catania
America/Sao_Paulo	BR	7338940849216	Artur Nogueira
America/New_York	US	2823098046143	Bon Air
Africa/Kigali	RW	2734660625157	Rwamagana
Europe/London	GB	5687020542113	Rutherglen
Europe/Madrid	ES	1366299894010	Novelda
America/Chicago	US	7303977044149	West Des Moines
America/New_York	US	8840586169386	Dublin
Asia/Tokyo	JP	0958347299406	Ina
Africa/Tunis	TN	8916684008992	Msaken
Asia/Seoul	KR	9791174250599	Sinhyeon
Asia/Shanghai	CN	7443767335474	Longgang
America/Detroit	US	5286287868082	Canton
Africa/Lagos	NG	2130248870726	Nkpor
Europe/Brussels	BE	5681743390419	Gembloux
Asia/Kolkata	IN	7000829748636	Barbil
Europe/London	GB	4015869948116	Walton-on-the-Naze
America/Managua	NI	9386751648144	Somoto
Africa/Lagos	NG	1231109769355	Kafanchan
America/New_York	US	2982265745125	Lebanon
America/New_York	US	6568805681656	Yonkers
America/Lima	PE	3500759039537	Minas de Marcona
America/Sao_Paulo	BR	6604480910510	Valinhos
Asia/Tashkent	UZ	2637473835358	Parkent
America/New_York	US	2280139505616	Morningside Heights
Asia/Shanghai	CN	9432143345327	Xiangtan
Asia/Kolkata	IN	5264189438114	Gariadhar
Europe/Rome	IT	9743731761901	Lanciano
Africa/Freetown	SL	4477350724287	Freetown
Indian/Antananarivo	MG	2849544412805	Antanifotsy
Europe/Berlin	DE	6551418060949	Zeitz
America/Bogota	CO	2821468389166	Puerto Colombia
Europe/London	GB	2800836302778	Rutherglen
Asia/Karachi	PK	4818865138686	Bhit Shah
Asia/Jerusalem	IL	6308148660037	Ramla
Asia/Kolkata	IN	3123488887424	Alwaye
Africa/Djibouti	DJ	4606268855879	'Ali Sabieh
America/Havana	CU	9295417418642	Corralillo
Europe/Moscow	RU	9107302233769	Alatyr’
America/Mexico_City	MX	2980152651689	Guanajuato
Asia/Tokyo	JP	3523905864036	Nayoro
America/Sao_Paulo	BR	7189830086897	Esmeraldas
Asia/Tokyo	JP	7601037674115	Karatsu
America/Phoenix	US	3802626307917	Gilbert
Asia/Tokyo	JP	9083641323753	Nayoro
America/Los_Angeles	US	3113412979875	Visitacion Valley
Europe/Berlin	DE	0455172407872	Hermsdorf
Europe/Moscow	RU	4596458183090	Zhukovka
Europe/Helsinki	FI	2471456542594	Espoo
Europe/London	GB	4349225128646	Leyland
Europe/Moscow	RU	3917134836214	Arzamas
Asia/Tokyo	JP	2432742298069	Toba
America/Mexico_City	MX	3859239682283	Teziutlan
Asia/Kolkata	IN	0588238724801	Puducherry
Europe/Istanbul	TR	0461124296067	Gaziantep
Asia/Bangkok	TH	8160605376343	Roi Et
America/New_York	US	1338878796435	Morningside Heights
Europe/Berlin	DE	5071511448365	Bretten
Asia/Bangkok	TH	4642347422754	Nakhon Si Thammarat
Asia/Karachi	PK	4548190036806	Daud Khel
Europe/Amsterdam	NL	9829690357055	Zeist
Asia/Kolkata	IN	2551310468243	Gorakhpur
Asia/Shanghai	CN	7518580318901	Wacheng
Asia/Kolkata	IN	0540967756867	Deoli
America/Chicago	US	8621506574271	Muskogee
Asia/Shanghai	CN	5859199026354	Changzhi
Europe/London	GB	5039580455288	Rutherglen
America/Recife	BR	2120787127764	Cabo
America/New_York	US	3982629670703	Sicklerville
America/Mexico_City	MX	5705568526669	Contla
America/Chicago	US	9233671626588	Huntley
America/Sao_Paulo	BR	9998996273816	Esmeraldas
Asia/Almaty	KZ	0501341251149	Otegen Batyra
America/Chicago	US	8130787817330	Grand Forks
Europe/Moscow	RU	2562252125705	Malakhovka
Asia/Tokyo	JP	9846802823925	Komono
America/Sao_Paulo	BR	2155967266049	Palmeira
America/Chicago	US	2132342749212	Jackson
Asia/Bishkek	KG	3059959215789	Jalal-Abad
Asia/Jakarta	ID	3313259880376	Wangon
Asia/Yekaterinburg	RU	3913942036990	Kachkanar
America/Los_Angeles	US	9581239000906	Santa Maria
Asia/Bangkok	TH	4750732069894	Tak Bai
America/New_York	US	5022227583086	Waterbury
Europe/Madrid	ES	8687745314177	Gandia
Asia/Manila	PH	7389537091587	Antipolo
Asia/Kolkata	IN	0641638396174	Moga
Australia/Sydney	AU	6781164498356	Baulkham Hills
Asia/Karachi	PK	6312104336935	Daud Khel
America/Los_Angeles	US	1198412638153	Aloha
Asia/Kolkata	IN	1006648665594	Uran
Asia/Shanghai	CN	4614374738467	Yingkou
Asia/Kolkata	IN	4135078044925	Bachhraon
Europe/Berlin	DE	3752595375076	Stuttgart
Pacific/Auckland	NZ	7086988061595	Gisborne
America/New_York	US	4598717454651	Milledgeville
Europe/Istanbul	TR	4540912005305	Edremit
Africa/Algiers	DZ	0752399993677	Ksar Chellala
Africa/Niamey	NE	5796089317447	Mirriah
Europe/Tallinn	EE	8444147006204	Narva
Asia/Shanghai	CN	0402605816398	Jiangyan
America/Santiago	CL	4176671489591	Chiguayante
Europe/Rome	IT	8330520785586	Roseto degli Abruzzi
Asia/Manila	PH	3313017451237	Tupi
America/Chicago	US	4081136214246	Westchester
Africa/Gaborone	BW	6087388891110	Tonota
